Date,Solar radiation (W/m2),Air temperature (C),Vapour pressure (mb),Wind Speed (m/s),Cloudiness (-)
2018-03-02 00:00,0,-7.063,3.233,3.146,0
2018-03-02 06:00,267.5,-6.049,3.227,6.262,0.0075
2018-03-02 12:00,190,-4.073,3.221,7.021,0
2018-03-02 18:00,0,-4.922,3.224,6.124,0.0275
2018-03-03 00:00,0,-5.887,3.221,4.165,0
2018-03-03 06:00,272.5,-4.446,3.223,4.744,0.055
2018-03-03 12:00,190,-2.297,3.223,5.262,0.0025
2018-03-03 18:00,0,-3.885,3.226,4.872,0.005
2018-03-04 00:00,0,-4.951,3.223,4.145,0.0125
2018-03-04 06:00,350,-3.221,3.222,5.811,0
2018-03-04 12:00,235,0.312,3.217,6.135,0
2018-03-04 18:00,0,-1.046,3.212,6.289,0
2018-03-05 00:00,0,-1.515,3.204,6.064,0
2018-03-05 06:00,210,0.377,4.799,6.059,0
2018-03-05 12:00,187.5,3.306,6.386,3.745,0
2018-03-05 18:00,0,0.57,4.793,3.834,0
2018-03-06 00:00,0,-0.008,4.786,2.518,0
2018-03-06 06:00,330,1.833,4.783,3.41,0
2018-03-06 12:00,160,2.835,6.363,4.547,0
2018-03-06 18:00,0,1.125,6.362,4.442,0
2018-03-07 00:00,0,0.887,6.352,3.713,0
2018-03-07 06:00,142.5,1.46,6.355,3.419,0
2018-03-07 12:00,60,1.665,6.361,1.73,0
2018-03-07 18:00,0,-0.018,6.373,0.17,0
2018-03-08 00:00,0,0.679,6.379,2.311,0
2018-03-08 06:00,150,2.534,6.395,4.813,0
2018-03-08 12:00,180,4.529,6.399,4.49,0.0125
2018-03-08 18:00,0,2.54,6.394,4.894,0
2018-03-09 00:00,0,2.176,6.388,6.065,0
2018-03-09 06:00,255,3.853,6.405,7.131,0.005
2018-03-09 12:00,150,4.779,6.423,6.391,0.15
2018-03-09 18:00,0,1.061,6.446,1.879,0
2018-03-10 00:00,0,0.753,6.443,1.273,0
2018-03-10 06:00,212.5,2.863,6.438,3.862,0
2018-03-10 12:00,115,4.835,8.027,4.575,0
2018-03-10 18:00,0,4.831,8.021,4.516,0
2018-03-11 00:00,0,4.268,8.006,3.348,0
2018-03-11 06:00,250,7.18,9.581,3.878,0
2018-03-11 12:00,147.5,10.3,9.536,3.738,0
2018-03-11 18:00,0,7.505,9.537,4.511,0
2018-03-12 00:00,0,6.163,9.515,2.623,0
2018-03-12 06:00,212.5,7.275,9.491,2.377,0
2018-03-12 12:00,82.5,8.039,9.472,0.332,0
2018-03-12 18:00,0,6.602,9.486,2.534,0.005
2018-03-13 00:00,0,5.546,7.921,4.413,0
2018-03-13 06:00,155,6.612,7.943,5.369,0.0275
2018-03-13 12:00,75,6.536,7.968,4.983,0.1575
2018-03-13 18:00,0,3.814,8.01,4.779,0
2018-03-14 00:00,0,2.636,6.436,3.462,0.005
2018-03-14 06:00,215,3.014,6.463,2.645,0.1025
2018-03-14 12:00,117.5,3.224,6.473,2.233,0.0975
2018-03-14 18:00,0,0.764,6.481,3.744,0
2018-03-15 00:00,0,0.279,4.862,5.468,0.0275
2018-03-15 06:00,200,1.624,4.86,7.563,0.07
2018-03-15 12:00,155,2.741,4.853,8.943,0.0325
2018-03-15 18:00,0,0.416,4.857,9.917,0
2018-03-16 00:00,0,-0.273,4.854,10.417,0.005
2018-03-16 06:00,222.5,-0.365,3.242,10.864,0.0575
2018-03-16 12:00,157.5,-0.498,3.245,10.859,0.03
2018-03-16 18:00,0,-2.275,3.253,10.206,0.115
2018-03-17 00:00,0,-3.507,1.629,10.169,0.135
2018-03-17 06:00,365,-2.783,1.632,11.507,0.0825
2018-03-17 12:00,302.5,-1.325,1.631,11.357,0
2018-03-17 18:00,0,-2.79,1.633,10.46,0.09
2018-03-18 00:00,0,-3.301,1.634,9.393,0.045
2018-03-18 06:00,472.5,-1.795,1.636,8.989,0
2018-03-18 12:00,325,0.079,3.266,7.967,0
2018-03-18 18:00,0,-2.271,3.266,5.341,0
2018-03-19 00:00,0,-3.039,3.259,2.142,0
2018-03-19 06:00,485,-0.395,3.258,1.37,0
2018-03-19 12:00,327.5,1.937,3.247,1.164,0
2018-03-19 18:00,0,-1.354,3.24,3.107,0
2018-03-20 00:00,0,-1.637,3.233,2.803,0
2018-03-20 06:00,375,1.069,4.865,4.161,0
2018-03-20 12:00,270,2.6,4.887,5.186,0.065
2018-03-20 18:00,0,-1.602,4.911,2.663,0
2018-03-21 00:00,0,-1.941,4.918,2.382,0
2018-03-21 06:00,465,2.219,4.917,4.086,0
2018-03-21 12:00,262.5,3.736,4.904,5.728,0.015
2018-03-21 18:00,0,0.934,4.895,5.825,0.0725
2018-03-22 00:00,0,0.678,6.488,6.995,0.05
2018-03-22 06:00,147.5,1.772,6.459,5.57,0
2018-03-22 12:00,135,2.3,6.449,2.08,0
2018-03-22 18:00,0,1.591,6.454,1.636,0.01
2018-03-23 00:00,0,1.214,6.445,1.424,0
2018-03-23 06:00,280,2.143,6.446,0.259,0
2018-03-23 12:00,222.5,3.124,6.435,1.703,0.045
2018-03-23 18:00,0,1.245,6.436,2.478,0
2018-03-24 00:00,0,0.248,4.825,2.387,0
2018-03-24 06:00,390,3.938,6.433,3.163,0
2018-03-24 12:00,230,4.942,6.43,2.752,0
2018-03-24 18:00,0,1.757,6.44,2.53,0
2018-03-25 00:00,0,1.354,6.443,1.923,0
2018-03-25 06:00,487.5,6.044,6.442,2.735,0
2018-03-25 12:00,235,7.56,6.436,2.763,0
2018-03-25 18:00,0,4.019,6.452,2.178,0
2018-03-26 00:00,0,3.117,6.456,2.725,0
2018-03-26 06:00,400,5.302,6.464,3.237,0
2018-03-26 12:00,195,5.578,6.475,2.001,0.18
2018-03-26 18:00,0,1.695,6.493,0.999,0.0275
2018-03-27 00:00,0,0.782,6.495,0.509,0.05
2018-03-27 06:00,392.5,3.9,6.493,1.047,0.0775
2018-03-27 12:00,280,4.389,4.863,2.213,0.0575
2018-03-27 18:00,0,0.642,4.864,5.973,0
2018-03-28 00:00,0,-0.184,4.854,7.372,0
2018-03-28 06:00,282.5,1.079,4.849,7.975,0
2018-03-28 12:00,227.5,1.583,4.836,8.302,0
2018-03-28 18:00,0,1.482,4.817,8.656,0
2018-03-29 00:00,0,2.489,6.391,5.922,0.0225
2018-03-29 06:00,122.5,2.376,6.407,3.22,0.0725
2018-03-29 12:00,190,4.02,6.411,0.848,0.135
2018-03-29 18:00,0,1.071,6.432,1.801,0
2018-03-30 00:00,0,-0.315,4.836,2.747,0
2018-03-30 06:00,460,3.026,6.457,1.834,0
2018-03-30 12:00,365,5.445,6.444,3.121,0
2018-03-30 18:00,0,1.872,4.838,4.955,0
2018-03-31 00:00,0,1.137,4.824,6.233,0
2018-03-31 06:00,235,2.698,6.417,6.763,0
2018-03-31 12:00,90,3.49,6.397,6.427,0
2018-03-31 18:00,0,2.057,6.395,4.745,0
2018-04-01 00:00,0,1.753,6.383,5.226,0
2018-04-01 06:00,135,1.535,6.395,6.016,0.0025
2018-04-01 12:00,117.5,1.87,6.412,6.939,0.015
2018-04-01 18:00,0,1.005,6.434,6.303,0
2018-04-02 00:00,0,-0.744,4.836,5.819,0
2018-04-02 06:00,567.5,2.91,4.842,5.187,0
2018-04-02 12:00,355,5.425,6.446,4.489,0
2018-04-02 18:00,0,2.291,6.444,2.701,0
2018-04-03 00:00,0,3.518,6.421,4.679,0
2018-04-03 06:00,202.5,6.521,8.003,4.236,0
2018-04-03 12:00,297.5,11.223,9.577,3.33,0
2018-04-03 18:00,0,8.284,9.598,4.285,0.23
2018-04-04 00:00,0,8.343,9.582,4.818,0.1275
2018-04-04 06:00,0,8.343,9.582,4.818,0.1275
2018-04-04 12:00,332.5,13.482,9.554,2.38,0.1275
2018-04-04 18:00,0,9.207,9.57,4.24,0.0925
2018-04-05 00:00,0,7.242,9.579,5.617,0
2018-04-05 06:00,362.5,9.436,9.59,6.21,0.185
2018-04-05 12:00,367.5,10.29,9.604,7.119,0.1625
2018-04-05 18:00,0,4.61,6.478,8.034,0
2018-04-06 00:00,0,1.78,6.517,7.059,0
2018-04-06 06:00,582.5,5.68,6.531,6.564,0
2018-04-06 12:00,405,8.66,6.528,3.687,0
2018-04-06 18:00,0,4.63,4.911,1.462,0
2018-04-07 00:00,0,3.605,4.905,5.03,0
2018-04-07 06:00,585,8.281,6.512,7.465,0
2018-04-07 12:00,410,13.329,8.073,6.515,0
2018-04-07 18:00,0,10.06,8.082,5.736,0
2018-04-08 00:00,0,7.74,8.082,4.55,0
2018-04-08 06:00,587.5,11.525,8.058,5.465,0
2018-04-08 12:00,405,15.415,9.608,4.626,0
2018-04-08 18:00,0,10.667,9.635,2.554,0
2018-04-09 00:00,0,8.686,9.63,1.216,0
2018-04-09 06:00,585,14.103,9.59,0.836,0
2018-04-09 12:00,410,16.6,9.559,0.778,0
2018-04-09 18:00,0,10.814,9.614,2.225,0
2018-04-10 00:00,0,9.164,9.625,4.808,0
2018-04-10 06:00,555,11.525,9.634,7.948,0
2018-04-10 12:00,407.5,13.934,9.621,8.99,0
2018-04-10 18:00,0,9.222,9.674,9.33,0.0525
2018-04-11 00:00,0,7.695,9.685,8.169,0
2018-04-11 06:00,437.5,8.95,9.696,8.546,0
2018-04-11 12:00,412.5,10.991,9.671,8.713,0
2018-04-11 18:00,0,8.175,9.686,7.706,0
2018-04-12 00:00,0,7.373,9.674,7.237,0
2018-04-12 06:00,557.5,11.217,9.646,9.177,0
2018-04-12 12:00,335,13.306,9.615,9.465,0
2018-04-12 18:00,0,11.19,11.227,9.111,0.055
2018-04-13 00:00,0,10.352,11.229,8.212,0.0475
2018-04-13 06:00,405,11.846,11.226,8.317,0
2018-04-13 12:00,287.5,12.032,11.222,7.293,0.305
2018-04-13 18:00,0,9.35,11.261,4.747,0.0975
2018-04-14 00:00,0,8.905,11.279,2.794,0
2018-04-14 06:00,370,10.35,11.306,3.483,0.0775
2018-04-14 12:00,217.5,11.775,11.311,4.608,0.17
2018-04-14 18:00,0,8.214,9.735,2.659,0
2018-04-15 00:00,0,7.406,9.731,2.11,0
2018-04-15 06:00,582.5,12.989,9.681,1.603,0
2018-04-15 12:00,222.5,14.589,9.638,1.804,0
2018-04-15 18:00,0,9.875,9.672,1.548,0
2018-04-16 00:00,0,9.064,9.663,2.474,0
2018-04-16 06:00,242.5,9.4,9.677,2.699,0
2018-04-16 12:00,177.5,10.056,11.291,1.531,0
2018-04-16 18:00,0,8.738,9.722,2.52,0
2018-04-17 00:00,0,7.11,9.76,3.287,0
2018-04-17 06:00,627.5,11.788,9.771,3.623,0
2018-04-17 12:00,447.5,13.167,9.773,3.826,0
2018-04-17 18:00,0,9.14,9.827,2.101,0
2018-04-18 00:00,0,8.319,9.843,2.603,0
2018-04-18 06:00,625,14.756,11.436,3.743,0
2018-04-18 12:00,442.5,17.202,11.403,4.494,0
2018-04-18 18:00,0,12.345,11.464,2.631,0
2018-04-19 00:00,0,10.209,11.484,1.348,0
2018-04-19 06:00,627.5,15.614,11.436,0.374,0
2018-04-19 12:00,447.5,17.975,13.008,0.174,0
2018-04-19 18:00,0,12.773,11.434,1.508,0
2018-04-20 00:00,0,10.987,11.427,2.835,0
2018-04-20 06:00,637.5,16.88,12.954,4.252,0
2018-04-20 12:00,455,21.179,12.828,5.109,0
2018-04-20 18:00,0,14.412,12.899,5.312,0
2018-04-21 00:00,0,11.114,11.321,4.897,0
2018-04-21 06:00,655,14.293,9.701,5.12,0
2018-04-21 12:00,465,15.655,9.686,4.819,0
2018-04-21 18:00,0,10.052,9.732,1.737,0
2018-04-22 00:00,0,7.874,8.121,0.505,0
2018-04-22 06:00,640,13.975,9.686,0.418,0
2018-04-22 12:00,415,16.514,9.635,1.87,0
2018-04-22 18:00,0,11.389,9.662,4.616,0.165
2018-04-23 00:00,0,10.897,11.229,4.011,0.1375
2018-04-23 06:00,530,15.232,12.783,6.132,0.17
2018-04-23 12:00,450,15.289,11.203,7.453,0.125
2018-04-23 18:00,0,10.02,9.67,4.179,0.145
2018-04-24 00:00,0,7.512,9.687,4.478,0.0575
2018-04-24 06:00,437.5,11.968,9.648,7.544,0.0275
2018-04-24 12:00,305,11.2,11.249,8.276,0.0775
2018-04-24 18:00,0,8.572,9.662,5.132,0
2018-04-25 00:00,0,8.489,11.219,3.631,0.035
2018-04-25 06:00,195,10.711,11.155,4.344,0.225
2018-04-25 12:00,435,11.267,9.592,7.086,0.07
2018-04-25 18:00,0,6.67,8.05,4.75,0
2018-04-26 00:00,0,5.838,8.053,5.053,0.025
2018-04-26 06:00,497.5,8.775,9.652,6.569,0.2275
2018-04-26 12:00,452.5,10.175,8.054,6.813,0.24
2018-04-26 18:00,0,6.011,8.091,5.286,0
2018-04-27 00:00,0,4.402,8.102,4.755,0
2018-04-27 06:00,665,10.364,8.081,4.889,0.0125
2018-04-27 12:00,357.5,12.159,8.058,3.448,0
2018-04-27 18:00,0,8.663,8.07,3.49,0
2018-04-28 00:00,0,7.297,8.057,2.413,0.095
2018-04-28 06:00,667.5,13.927,9.63,1.5,0
2018-04-28 12:00,485,15.558,9.612,2.51,0.0025
2018-04-28 18:00,0,12.032,9.645,0.945,0
2018-04-29 00:00,0,9.942,9.658,2.198,0
2018-04-29 06:00,662.5,15.164,11.221,0.882,0
2018-04-29 12:00,480,17.854,11.172,1.981,0
2018-04-29 18:00,0,12.577,11.207,4.957,0.1
2018-04-30 00:00,0,11.296,12.752,7.271,0
2018-04-30 06:00,662.5,16.019,12.654,6.212,0.1825
2018-04-30 12:00,350,14.175,11.105,2.789,0.3375
2018-04-30 18:00,0,10.581,11.181,3.117,0
2018-05-01 00:00,0,9.925,9.599,5.728,0
2018-05-01 06:00,587.5,11.861,9.601,7.225,0
2018-05-01 12:00,332.5,11.793,8.022,8.952,0
2018-05-01 18:00,0,7.257,8.075,6.258,0
2018-05-02 00:00,0,5.025,6.486,2.841,0
2018-05-02 06:00,682.5,11.346,8.089,2.596,0
2018-05-02 12:00,385,11.899,8.069,4.086,0
2018-05-02 18:00,0,9.15,8.07,3.79,0.04
2018-05-03 00:00,0,8.79,9.658,1.129,0
2018-05-03 06:00,480,12.793,11.252,3.785,0
2018-05-03 12:00,505,14.213,9.67,5.267,0
2018-05-03 18:00,0,7.888,8.135,2.828,0
2018-05-04 00:00,0,5.628,6.533,2.208,0
2018-05-04 06:00,712.5,11.364,6.521,1.831,0
2018-05-04 12:00,482.5,13.398,8.132,2.16,0
2018-05-04 18:00,0,8.248,8.176,2.56,0
2018-05-05 00:00,0,5.825,6.56,2.489,0
2018-05-05 06:00,702.5,12.423,6.545,2.375,0
2018-05-05 12:00,500,15.15,8.147,1.024,0
2018-05-05 18:00,0,9.902,8.185,1.101,0
2018-05-06 00:00,0,8.11,8.196,1.029,0
2018-05-06 06:00,707.5,14.622,9.784,1.115,0
2018-05-06 12:00,522.5,17.339,9.74,1.549,0
2018-05-06 18:00,0,11.453,9.786,1,0
2018-05-07 00:00,0,9.727,9.791,1.692,0
2018-05-07 06:00,717.5,16.843,9.73,2.339,0
2018-05-07 12:00,522.5,19.038,11.288,3.279,0
2018-05-07 18:00,0,13.316,9.727,3.04,0
2018-05-08 00:00,0,11.249,11.344,3.002,0
2018-05-08 06:00,717.5,17.525,11.266,4.898,0
2018-05-08 12:00,530,18.8,11.215,5.306,0
2018-05-08 18:00,0,13.676,11.261,4.879,0
2018-05-09 00:00,0,12.198,11.263,4.233,0
2018-05-09 06:00,715,18.538,12.78,5.245,0
2018-05-09 12:00,512.5,19.65,12.736,6.189,0
2018-05-09 18:00,0,14.047,12.802,5.203,0
2018-05-10 00:00,0,13.029,12.794,4.213,0
2018-05-10 06:00,702.5,19.006,14.309,5.44,0
2018-05-10 12:00,375,20.142,14.288,4.128,0.33
2018-05-10 18:00,0,15.115,14.42,1.724,0.1625
2018-05-11 00:00,0,12.5,12.893,3.226,0.16
2018-05-11 06:00,392.5,13.671,12.92,3.277,0.015
2018-05-11 12:00,375,15.165,12.908,1.948,0.0875
2018-05-11 18:00,0,11.354,11.345,1.048,0
2018-05-12 00:00,0,10.174,11.352,1.478,0
2018-05-12 06:00,672.5,16.301,12.897,1.426,0.0225
2018-05-12 12:00,460,17.733,12.854,2.564,0
2018-05-12 18:00,0,13.491,14.507,3.441,0
2018-05-13 00:00,0,13.043,12.895,4.402,0
2018-05-13 06:00,722.5,18.472,11.228,6.1,0
2018-05-13 12:00,540,19.402,11.196,6.855,0
2018-05-13 18:00,0,14.75,11.261,5.8,0
2018-05-14 00:00,0,13.251,11.278,4.825,0
2018-05-14 06:00,567.5,17.639,11.244,6.017,0
2018-05-14 12:00,542.5,18.446,11.234,5.589,0
2018-05-14 18:00,0,13.186,11.305,3.899,0
2018-05-15 00:00,0,11.485,9.705,3.524,0
2018-05-15 06:00,695,16.884,11.253,4.937,0.045
2018-05-15 12:00,430,16.462,12.832,5.128,0.29
2018-05-15 18:00,0,12.096,11.28,2.296,0
2018-05-16 00:00,0,11.101,11.279,2.586,0
2018-05-16 06:00,535,15.825,12.826,2.572,0.1275
2018-05-16 12:00,470,17.65,14.376,1.807,0.215
2018-05-16 18:00,0,13.179,12.844,3.708,0.0725
2018-05-17 00:00,0,11.299,11.259,3.333,0
2018-05-17 06:00,545,16.033,12.815,4.309,0
2018-05-17 12:00,405,16.629,14.406,3.569,0.1725
2018-05-17 18:00,0,12.33,12.887,4.175,0
2018-05-18 00:00,0,9.743,11.314,3.276,0
2018-05-18 06:00,495,12.742,11.312,2.189,0.0025
2018-05-18 12:00,340,13.845,11.315,1.122,0
2018-05-18 18:00,0,10.745,11.364,0.116,0
2018-05-19 00:00,0,9.398,9.757,0.597,0
2018-05-19 06:00,662.5,15.322,9.73,2.13,0.005
2018-05-19 12:00,560,17.325,9.707,1.966,0
2018-05-19 18:00,0,11.311,8.151,2.048,0
2018-05-20 00:00,0,8.532,8.179,1.5,0
2018-05-20 06:00,762.5,15.68,9.764,3.062,0
2018-05-20 12:00,572.5,17.345,9.737,4.105,0
2018-05-20 18:00,0,12.003,9.784,4.093,0
2018-05-21 00:00,0,10.585,9.791,3.913,0
2018-05-21 06:00,700,16.989,11.342,5.881,0
2018-05-21 12:00,555,18.125,11.29,6.416,0
2018-05-21 18:00,0,13.5,11.322,5.345,0
2018-05-22 00:00,0,11.455,11.319,3.701,0
2018-05-22 06:00,717.5,18.029,11.245,4.03,0
2018-05-22 12:00,532.5,19.354,11.222,2.608,0
2018-05-22 18:00,0,13.555,11.307,2.62,0
2018-05-23 00:00,0,11.329,11.347,1.604,0
2018-05-23 06:00,745,18.925,12.902,2.103,0
2018-05-23 12:00,552.5,20.393,12.882,2.856,0
2018-05-23 18:00,0,14.846,11.366,3.485,0
2018-05-24 00:00,0,12.81,11.4,4.251,0
2018-05-24 06:00,725,18.375,12.956,5.705,0
2018-05-24 12:00,567.5,19.746,12.906,6.036,0
2018-05-24 18:00,0,15.238,12.97,5.447,0
2018-05-25 00:00,2.5,13.316,11.372,4.658,0
2018-05-25 06:00,750,18.896,12.912,5.354,0
2018-05-25 12:00,440,19.446,12.884,4.233,0
2018-05-25 18:00,0,14.892,12.956,4.467,0.045
2018-05-26 00:00,2.5,13.103,12.98,2.967,0
2018-05-26 06:00,727.5,20.275,14.492,2.638,0
2018-05-26 12:00,392.5,20.351,14.481,2.068,0
2018-05-26 18:00,0,15.309,14.568,3.795,0.0125
2018-05-27 00:00,2.5,13.509,14.585,3.728,0.03
2018-05-27 06:00,740,19.966,16.088,4.051,0.1225
2018-05-27 12:00,450,21.6,14.44,4.935,0
2018-05-27 18:00,0,16.609,16.137,5.652,0.2475
2018-05-28 00:00,2.5,15.462,16.158,5.354,0
2018-05-28 06:00,690,22.2,17.631,5.728,0
2018-05-28 12:00,462.5,23.773,15.977,5.97,0
2018-05-28 18:00,0,19.336,16.065,5.623,0.185
2018-05-29 00:00,2.5,17.425,16.085,3.905,0.1325
2018-05-29 06:00,752.5,22.765,14.388,5.885,0
2018-05-29 12:00,575,24.325,14.319,6.467,0
2018-05-29 18:00,0,19.044,16.005,5.879,0.0425
2018-05-30 00:00,2.5,17.233,16.032,4.713,0.04
2018-05-30 06:00,747.5,23.138,15.935,5.646,0
2018-05-30 12:00,402.5,23.517,15.912,4.986,0
2018-05-30 18:00,0,18.837,16.015,4.865,0
2018-05-31 00:00,2.5,16.921,16.046,5.249,0
2018-05-31 06:00,727.5,22.253,15.963,6.345,0.1475
2018-05-31 12:00,432.5,22.95,15.93,5.851,0
2018-05-31 18:00,0,18.775,14.425,5.234,0
2018-06-01 00:00,2.5,16.578,16.047,4.636,0.0375
2018-06-01 06:00,737.5,23.375,17.494,3.244,0
2018-06-01 12:00,472.5,23.872,17.456,1.719,0
2018-06-01 18:00,0,17.783,17.594,0.933,0
2018-06-02 00:00,2.5,16.496,16.012,0.567,0.18
2018-06-02 06:00,600,20.833,17.529,1.092,0.26
2018-06-02 12:00,530,21.588,17.509,1.705,0.2125
2018-06-02 18:00,0,17.092,16.033,2.639,0
2018-06-03 00:00,5,16.575,16.043,2.993,0.045
2018-06-03 06:00,615,20.934,17.563,3.356,0.015
2018-06-03 12:00,547.5,22.42,17.504,4.328,0.0275
2018-06-03 18:00,0,17.351,17.595,3.41,0
2018-06-04 00:00,5,15.386,16.015,3.378,0
2018-06-04 06:00,627.5,19.96,17.49,4.674,0.1425
2018-06-04 12:00,560,21.925,17.412,5.039,0.0025
2018-06-04 18:00,0,16.719,17.519,3.736,0.015
2018-06-05 00:00,5,14.367,15.986,3.42,0
2018-06-05 06:00,495,17.475,14.384,3.162,0.015
2018-06-05 12:00,580,19.675,14.364,2.192,0.025
2018-06-05 18:00,0,14.709,11.275,3.048,0
2018-06-06 00:00,5,12.184,9.713,4.792,0
2018-06-06 06:00,772.5,16.778,9.686,4.959,0
2018-06-06 12:00,592.5,19.45,9.648,5.19,0
2018-06-06 18:00,0,14.786,11.31,4.566,0
2018-06-07 00:00,7.5,12.935,9.715,3.388,0
2018-06-07 06:00,767.5,18.845,11.266,4.613,0
2018-06-07 12:00,582.5,22.139,12.783,4.082,0
2018-06-07 18:00,0,16.761,12.852,4.159,0
2018-06-08 00:00,7.5,15.224,12.858,2.367,0
2018-06-08 06:00,765,22.807,14.33,2.826,0
2018-06-08 12:00,515,24.303,12.7,3.348,0
2018-06-08 18:00,0,18.783,12.794,3.58,0
2018-06-09 00:00,10,16.954,14.412,3.416,0
2018-06-09 06:00,695,22.961,15.894,4.123,0
2018-06-09 12:00,452.5,23.675,15.857,3.44,0
2018-06-09 18:00,0,19.164,15.946,2.845,0
2018-06-10 00:00,10,17.62,17.541,2.724,0.085
2018-06-10 06:00,637.5,23,17.403,2.563,0.1625
2018-06-10 12:00,385,23.98,18.922,1.738,0.0825
2018-06-10 18:00,0,17.653,17.498,2.863,0
2018-06-11 00:00,7.25,15.3,15.959,4.947,0
2018-06-11 06:00,480,17.775,14.353,5.134,0.16
2018-06-11 12:00,517.5,20.557,14.286,5.911,0.04
2018-06-11 18:00,0,15.731,12.766,4.888,0.005
2018-06-12 00:00,5,12.914,12.792,4.624,0
2018-06-12 06:00,670,16.975,12.751,4.898,0.0025
2018-06-12 12:00,460,17.991,12.747,4.26,0.0075
2018-06-12 18:00,0,14.76,12.793,2.519,0.0125
